species,substrate,concentration,activity
QURU,NAG,40,0.21794
QURU,NAG,80,0.29507
QURU,NAG,140,0.44808
QURU,NAG,200,0.39069
QURU,NAG,400,0.36164
QURU,NAG,600,0.2773
QURU,NAG,800,0.26434
QURU,NAG,5,0.038815
QURU,NAG,20,0.099221
QURU,NAG,40,0.15414
QURU,NAG,80,0.22699
QURU,NAG,140,0.30497
QURU,NAG,200,0.41336
QURU,NAG,400,0.44629
QURU,NAG,600,0.4008
QURU,NAG,800,0.42988
QURU,NAG,5,0.027137
QURU,NAG,20,0.058555
QURU,NAG,40,0.055376
QURU,NAG,80,0.10048
QURU,NAG,140,0.1248
QURU,NAG,200,0.15515
QURU,NAG,400,0.13623
QURU,NAG,600,0.12523
QURU,NAG,800,0.11145
QURU,NAG,5,0.0157
QURU,NAG,20,0.026738
QURU,NAG,40,0.033099
QURU,NAG,80,0.042704
QURU,NAG,140,0.078407
QURU,NAG,200,0.065365
QURU,NAG,400,0.085646
QURU,NAG,600,0.1189
QURU,NAG,800,0.073912
TSCA,NAG,5,0.0096762
TSCA,NAG,20,-0.0066366
TSCA,NAG,40,0.017631
TSCA,NAG,80,0.030104
TSCA,NAG,140,0.12192
TSCA,NAG,200,0.03101
TSCA,NAG,400,0.04054
TSCA,NAG,600,0.035324
TSCA,NAG,800,0.026008
TSCA,NAG,5,0.0090868
TSCA,NAG,20,0.032316
TSCA,NAG,40,0.059154
TSCA,NAG,80,0.098328
TSCA,NAG,140,0.067258
TSCA,NAG,200,0.087793
TSCA,NAG,400,0.10929
TSCA,NAG,600,0.093972
TSCA,NAG,800,0.073136
TSCA,NAG,5,0.023999
TSCA,NAG,20,0.070657
TSCA,NAG,40,0.079479
TSCA,NAG,80,0.14847
TSCA,NAG,140,0.24736
TSCA,NAG,200,0.38055
TSCA,NAG,400,0.33811
TSCA,NAG,600,0.32105
TSCA,NAG,800,0.36518
TSCA,NAG,5,0.022495
TSCA,NAG,20,0.078324
TSCA,NAG,40,0.085794
TSCA,NAG,80,0.17377
TSCA,NAG,140,0.28157
TSCA,NAG,200,0.30567
TSCA,NAG,400,0.36541
TSCA,NAG,600,0.35107
TSCA,NAG,800,0.3195
TSCA,NAG,5,0.028438
TSCA,NAG,20,0.065034
TSCA,NAG,40,0.074031
TSCA,NAG,80,0.10944
TSCA,NAG,140,0.16728
TSCA,NAG,200,0.23796
TSCA,NAG,400,0.24063
TSCA,NAG,600,0.18805
TSCA,NAG,800,0.29518
TSCA,NAG,5,0.0099072
TSCA,NAG,20,0.045829
TSCA,NAG,40,0.043139
TSCA,NAG,80,0.11648
TSCA,NAG,140,0.22851
TSCA,NAG,200,0.21564
TSCA,NAG,400,0.28207
TSCA,NAG,600,0.17684
TSCA,NAG,800,0.19607
FRAM,NAG,5,0.022473
FRAM,NAG,20,0.041147
FRAM,NAG,40,0.056758
FRAM,NAG,80,0.11439
FRAM,NAG,140,0.17453
FRAM,NAG,200,0.26098
FRAM,NAG,400,0.26031
FRAM,NAG,600,0.28998
FRAM,NAG,800,0.26778
FRAM,NAG,5,0.0025629
FRAM,NAG,20,0.012561
FRAM,NAG,40,0.037613
FRAM,NAG,80,0.10529
FRAM,NAG,140,0.17452
FRAM,NAG,200,0.24359
FRAM,NAG,400,0.23859
FRAM,NAG,600,0.28025
FRAM,NAG,800,0.34689
FRAM,NAG,5,0.019634
FRAM,NAG,20,-0.008097
FRAM,NAG,40,0.088205
FRAM,NAG,80,0.077956
FRAM,NAG,140,0.16389
FRAM,NAG,200,0.19427
FRAM,NAG,400,0.14648
FRAM,NAG,600,0.2674
FRAM,NAG,800,0.28679
FRAM,NAG,5,0.024464
FRAM,NAG,20,-0.02105
FRAM,NAG,40,0.13161
FRAM,NAG,80,0.10545
FRAM,NAG,140,0.1934
FRAM,NAG,200,0.26435
FRAM,NAG,400,0.20343
FRAM,NAG,600,0.36675
FRAM,NAG,800,0.4863
FRAM,NAG,5,0.02676
FRAM,NAG,20,0.040188
FRAM,NAG,40,0.061567
FRAM,NAG,80,0.08795
FRAM,NAG,140,0.15707
FRAM,NAG,200,0.23968
FRAM,NAG,400,0.22779
FRAM,NAG,600,0.27365
FRAM,NAG,800,0.24233
FRAM,NAG,5,0.017834
FRAM,NAG,20,0.041993
FRAM,NAG,40,0.047907
FRAM,NAG,80,0.092035
FRAM,NAG,140,0.22008
FRAM,NAG,200,0.36764
FRAM,NAG,400,0.35319
FRAM,NAG,600,0.51858
FRAM,NAG,800,0.39773
QURU,NAG,5,-0.0021324
QURU,NAG,20,-0.0055175
QURU,NAG,40,0.027976
QURU,NAG,80,0.064404
QURU,NAG,140,0.029419
QURU,NAG,200,0.064979
QURU,NAG,400,0.040757
QURU,NAG,600,0.17384
QURU,NAG,800,0.25484
QURU,NAG,5,0.0017144
QURU,NAG,20,0.030704
QURU,NAG,40,0.055773
QURU,NAG,80,0.084524
QURU,NAG,140,0.08909
QURU,NAG,200,0.11055
QURU,NAG,400,0.16764
QURU,NAG,600,0.15788
QURU,NAG,800,0.12262
QURU,NAG,5,0.031241
QURU,NAG,20,0.037097
QURU,NAG,40,0.064801
QURU,NAG,80,0.096572
QURU,NAG,140,0.095044
QURU,NAG,200,0.11398
QURU,NAG,400,0.14786
QURU,NAG,600,0.15614
QURU,NAG,800,0.12748
QURU,NAG,5,0.010733
QURU,NAG,20,0.01469
QURU,NAG,40,0.037039
QURU,NAG,80,0.080627
QURU,NAG,140,0.093736
QURU,NAG,200,0.10839
QURU,NAG,400,0.18059
QURU,NAG,600,0.17685
QURU,NAG,800,0.13606
QURU,NAG,5,0.021156
QURU,NAG,20,0.012983
QURU,NAG,40,0.040366
QURU,NAG,80,0.12076
QURU,NAG,140,0.044544
QURU,NAG,200,0.062701
QURU,NAG,400,0.11269
QURU,NAG,600,0.034997
QURU,NAG,800,0.055656
QURU,NAG,5,0.010876
QURU,NAG,20,0.024303
QURU,NAG,40,0.02734
QURU,NAG,80,0.0246
QURU,NAG,140,0.038418
QURU,NAG,200,0.03592
QURU,NAG,400,0.031231
QURU,NAG,600,0.046887
QURU,NAG,800,0.06773
TSCA,NAG,5,0.0072999
TSCA,NAG,20,0.058035
TSCA,NAG,40,0.054275
TSCA,NAG,80,0.070791
TSCA,NAG,140,0.095643
TSCA,NAG,200,0.084098
TSCA,NAG,400,0.2023
TSCA,NAG,600,0.15319
TSCA,NAG,800,0.090861
TSCA,NAG,5,0.026356
TSCA,NAG,20,0.1059
TSCA,NAG,40,0.1714
TSCA,NAG,80,0.30377
TSCA,NAG,140,0.41683
TSCA,NAG,200,0.57715
TSCA,NAG,400,0.62451
TSCA,NAG,600,0.72641
TSCA,NAG,800,0.48931
TSCA,NAG,5,0.023205
TSCA,NAG,20,0.061972
TSCA,NAG,40,0.074249
TSCA,NAG,80,0.13351
TSCA,NAG,140,0.14296
TSCA,NAG,200,0.25835
TSCA,NAG,400,0.26247
TSCA,NAG,600,0.29661
TSCA,NAG,800,0.21106
TSCA,NAG,5,0.018896
TSCA,NAG,20,0.078497
TSCA,NAG,40,0.099489
TSCA,NAG,80,0.14173
TSCA,NAG,140,0.23668
TSCA,NAG,200,0.26438
TSCA,NAG,400,0.23616
TSCA,NAG,600,0.24316
TSCA,NAG,800,0.16062
TSCA,NAG,5,0.028849
TSCA,NAG,20,0.048344
TSCA,NAG,40,0.054996
TSCA,NAG,80,0.1386
TSCA,NAG,140,0.17655
TSCA,NAG,200,0.22852
TSCA,NAG,400,0.21801
TSCA,NAG,600,0.20865
TSCA,NAG,800,0.19415
TSCA,NAG,5,0.028343
TSCA,NAG,20,0.048734
TSCA,NAG,40,0.077434
TSCA,NAG,80,0.14601
TSCA,NAG,140,0.16306
TSCA,NAG,200,0.21919
TSCA,NAG,400,0.26224
TSCA,NAG,600,0.26401
TSCA,NAG,800,0.22434
FRAM,NAG,5,0.063222
FRAM,NAG,20,0.057899
FRAM,NAG,40,0.064549
FRAM,NAG,80,0.12272
FRAM,NAG,140,0.14609
FRAM,NAG,200,0.15792
FRAM,NAG,400,0.19263
FRAM,NAG,600,0.15091
FRAM,NAG,800,0.14346
FRAM,NAG,5,0.022804
FRAM,NAG,20,0.045575
FRAM,NAG,40,0.061483
FRAM,NAG,80,0.11954
FRAM,NAG,140,0.17638
FRAM,NAG,200,0.25316
FRAM,NAG,400,0.23492
FRAM,NAG,600,0.2926
FRAM,NAG,800,0.23584
FRAM,NAG,5,0.039501
FRAM,NAG,20,0.053283
FRAM,NAG,40,0.066831
FRAM,NAG,80,0.15321
FRAM,NAG,140,0.21494
FRAM,NAG,200,0.20705
FRAM,NAG,400,0.24845
FRAM,NAG,600,0.29401
FRAM,NAG,800,0.44063
FRAM,NAG,5,0.028745
FRAM,NAG,20,0.06084
FRAM,NAG,40,0.09383
FRAM,NAG,80,0.14321
FRAM,NAG,140,0.21627
FRAM,NAG,200,0.25858
FRAM,NAG,400,0.34711
FRAM,NAG,600,0.28134
FRAM,NAG,800,0.291
FRAM,NAG,5,0.0062086
FRAM,NAG,20,0.021249
FRAM,NAG,40,0.039396
FRAM,NAG,80,0.12739
FRAM,NAG,140,0.21622
FRAM,NAG,200,0.26484
FRAM,NAG,400,0.34564
FRAM,NAG,600,0.35669
FRAM,NAG,800,0.2212
FRAM,NAG,5,-0.023311
FRAM,NAG,20,0.020039
FRAM,NAG,40,0.023409
FRAM,NAG,80,0.030118
FRAM,NAG,140,0.12224
FRAM,NAG,200,0.14266
FRAM,NAG,400,0.22668
FRAM,NAG,600,0.19376
FRAM,NAG,800,0.20611
QURU,NAG,5,0.034073
QURU,NAG,20,0.051787
QURU,NAG,40,0.059781
QURU,NAG,80,0.11245
QURU,NAG,140,0.17898
QURU,NAG,200,0.17389
QURU,NAG,400,0.19704
QURU,NAG,600,0.18026
QURU,NAG,800,0.24338
QURU,NAG,5,0.031876
QURU,NAG,20,0.016034
QURU,NAG,40,0.047686
QURU,NAG,80,0.077538
QURU,NAG,140,0.075422
QURU,NAG,200,0.092363
QURU,NAG,400,0.2026
QURU,NAG,600,0.17296
QURU,NAG,800,0.12408
QURU,NAG,5,0.04264
QURU,NAG,20,0.054388
QURU,NAG,40,0.085549
QURU,NAG,80,0.1195
QURU,NAG,140,0.16456
QURU,NAG,200,0.14051
QURU,NAG,400,0.2571
QURU,NAG,600,0.24497
QURU,NAG,800,0.19864
QURU,NAG,5,0.0092006
QURU,NAG,20,-0.015578
QURU,NAG,40,0.044853
QURU,NAG,80,0.058126
QURU,NAG,140,0.045711
QURU,NAG,200,0.094968
QURU,NAG,400,0.07033
QURU,NAG,600,0.055645
QURU,NAG,800,0.03712
QURU,NAG,5,-0.0039135
QURU,NAG,20,0.0049662
QURU,NAG,40,0.010742
QURU,NAG,80,0.030137
QURU,NAG,140,0.06135
QURU,NAG,200,0.048764
QURU,NAG,400,0.038956
QURU,NAG,600,0.055187
QURU,NAG,800,0.009447
QURU,NAG,5,5.61E-05
QURU,NAG,20,0.0071579
QURU,NAG,40,0.026785
QURU,NAG,80,0.040103
QURU,NAG,140,0.050837
QURU,NAG,200,0.065532
QURU,NAG,400,0.081274
QURU,NAG,600,0.10629
QURU,NAG,800,0.082351
TSCA,NAG,5,0.021571
TSCA,NAG,20,0.099064
TSCA,NAG,40,0.13992
TSCA,NAG,80,0.30858
TSCA,NAG,140,0.5165
TSCA,NAG,200,0.67255
TSCA,NAG,400,0.49031
TSCA,NAG,600,0.49779
TSCA,NAG,800,0.48985
TSCA,NAG,5,0.041666
TSCA,NAG,20,0.04476
TSCA,NAG,40,0.076891
TSCA,NAG,80,0.14992
TSCA,NAG,140,0.19238
TSCA,NAG,200,0.23644
TSCA,NAG,400,0.24302
TSCA,NAG,600,0.28021
TSCA,NAG,800,0.3365
TSCA,NAG,5,0.018495
TSCA,NAG,20,0.12799
TSCA,NAG,40,0.12592
TSCA,NAG,80,0.21874
TSCA,NAG,140,0.47689
TSCA,NAG,200,0.51501
TSCA,NAG,400,0.55792
TSCA,NAG,600,0.60365
TSCA,NAG,800,0.69965
TSCA,NAG,5,0.00029794
TSCA,NAG,20,0.031849
TSCA,NAG,40,0.037978
TSCA,NAG,80,0.092131
TSCA,NAG,140,0.12501
TSCA,NAG,200,0.16471
TSCA,NAG,400,0.16117
TSCA,NAG,600,0.17099
TSCA,NAG,800,0.27097
TSCA,NAG,5,-0.006319
TSCA,NAG,20,0.043822
TSCA,NAG,40,0.097081
TSCA,NAG,80,0.12138
TSCA,NAG,140,0.19741
TSCA,NAG,200,0.3447
TSCA,NAG,400,0.35639
TSCA,NAG,600,0.25165
TSCA,NAG,800,0.35747
TSCA,NAG,5,0.045699
TSCA,NAG,20,0.1385
TSCA,NAG,40,0.14326
TSCA,NAG,80,0.28234
TSCA,NAG,140,0.4661
TSCA,NAG,200,0.68729
TSCA,NAG,400,0.75294
TSCA,NAG,600,0.77057
TSCA,NAG,800,0.96681
QURU,NAG,5,0.017535
QURU,NAG,20,0.053208
QURU,NAG,40,0.049162
QURU,NAG,80,0.069657
QURU,NAG,140,0.067476
QURU,NAG,200,0.10567
QURU,NAG,400,0.1051
QURU,NAG,600,0.08326
QURU,NAG,800,0.083955
QURU,NAG,5,0.0051787
QURU,NAG,20,0.034424
QURU,NAG,40,0.048429
QURU,NAG,80,0.093859
QURU,NAG,140,0.092664
QURU,NAG,200,0.087035
QURU,NAG,400,0.11
QURU,NAG,600,0.12516
QURU,NAG,800,0.11234
QURU,NAG,5,0.034643
QURU,NAG,20,0.10007
QURU,NAG,40,0.14325
QURU,NAG,80,0.2723
QURU,NAG,140,0.37258
QURU,NAG,200,0.47615
QURU,NAG,400,0.34603
QURU,NAG,600,0.31062
QURU,NAG,800,0.29041
QURU,NAG,5,0.033188
QURU,NAG,20,0.057511
QURU,NAG,40,0.053788
QURU,NAG,80,0.15122
QURU,NAG,140,0.22208
QURU,NAG,200,0.21329
QURU,NAG,400,0.23636
QURU,NAG,600,0.22684
QURU,NAG,800,0.24886
QURU,NAG,5,0.033581
QURU,NAG,20,0.032535
QURU,NAG,40,0.035182
QURU,NAG,80,0.069061
QURU,NAG,140,0.052471
QURU,NAG,200,0.092752
QURU,NAG,400,0.070855
QURU,NAG,600,0.085116
QURU,NAG,800,0.09082
QURU,NAG,5,0.021342
QURU,NAG,20,0.038022
QURU,NAG,40,0.059331
QURU,NAG,80,0.075207
QURU,NAG,140,0.15052
QURU,NAG,200,0.202
QURU,NAG,400,0.19026
QURU,NAG,600,0.18754
QURU,NAG,800,0.21284
TSCA,NAG,5,0.029578
TSCA,NAG,20,0.11492
TSCA,NAG,40,0.19073
TSCA,NAG,80,0.23482
TSCA,NAG,140,0.33135
TSCA,NAG,200,0.48218
TSCA,NAG,400,0.41789
TSCA,NAG,600,0.63272
TSCA,NAG,800,0.57881
TSCA,NAG,5,0.027539
TSCA,NAG,20,0.098173
TSCA,NAG,40,0.16841
TSCA,NAG,80,0.30774
TSCA,NAG,140,0.54186
TSCA,NAG,200,0.43576
TSCA,NAG,400,0.48169
TSCA,NAG,600,0.6103
TSCA,NAG,800,0.64483
TSCA,NAG,5,-0.00062375
TSCA,NAG,20,0.02013
TSCA,NAG,40,0.0085445
TSCA,NAG,80,0.030628
TSCA,NAG,140,0.032749
TSCA,NAG,200,0.039322
TSCA,NAG,400,0.084215
TSCA,NAG,600,0.055062
TSCA,NAG,800,0.080873
TSCA,NAG,5,0.0058209
TSCA,NAG,20,0.02796
TSCA,NAG,40,0.015928
TSCA,NAG,80,0.053002
TSCA,NAG,140,0.068152
TSCA,NAG,200,0.088785
TSCA,NAG,400,0.085006
TSCA,NAG,600,0.1195
TSCA,NAG,800,0.13317
TSCA,NAG,5,0.022142
TSCA,NAG,20,0.041606
TSCA,NAG,40,0.047811
TSCA,NAG,80,0.079961
TSCA,NAG,140,0.092259
TSCA,NAG,200,0.10062
TSCA,NAG,400,0.073486
TSCA,NAG,600,0.070872
TSCA,NAG,800,0.096991
TSCA,NAG,5,0.035455
TSCA,NAG,20,0.041907
TSCA,NAG,40,0.049191
TSCA,NAG,80,0.057207
TSCA,NAG,140,0.11315
TSCA,NAG,200,0.11987
TSCA,NAG,400,0.13397
TSCA,NAG,600,0.17124
TSCA,NAG,800,0.17615
FRAM,NAG,5,0.013189
FRAM,NAG,20,0.030608
FRAM,NAG,40,0.034649
FRAM,NAG,80,0.039875
FRAM,NAG,140,0.064043
FRAM,NAG,200,0.10233
FRAM,NAG,400,0.1206
FRAM,NAG,600,0.12616
FRAM,NAG,800,0.13393
FRAM,NAG,5,0.0065803
FRAM,NAG,20,0.010351
FRAM,NAG,40,0.041729
FRAM,NAG,80,0.052021
FRAM,NAG,140,0.075529
FRAM,NAG,200,0.11112
FRAM,NAG,400,0.099516
FRAM,NAG,600,0.12694
FRAM,NAG,800,0.13215
FRAM,NAG,5,0.0013532
FRAM,NAG,20,0.03029
FRAM,NAG,40,0.03433
FRAM,NAG,80,0.061067
FRAM,NAG,140,0.097912
FRAM,NAG,200,0.12809
FRAM,NAG,400,0.088485
FRAM,NAG,600,0.10471
FRAM,NAG,800,0.11765
FRAM,NAG,5,0.040943
FRAM,NAG,20,0.040744
FRAM,NAG,40,0.071481
FRAM,NAG,80,0.10227
FRAM,NAG,140,0.14556
FRAM,NAG,200,0.18112
FRAM,NAG,400,0.17935
FRAM,NAG,600,0.28721
FRAM,NAG,800,0.23686
FRAM,NAG,5,0.02025
FRAM,NAG,20,0.077481
FRAM,NAG,40,0.11557
FRAM,NAG,80,0.13066
FRAM,NAG,140,0.22958
FRAM,NAG,200,0.29738
FRAM,NAG,400,0.36278
FRAM,NAG,600,0.50627
FRAM,NAG,800,0.47891
FRAM,NAG,5,0.013924
FRAM,NAG,20,0.05116
FRAM,NAG,40,0.1145
FRAM,NAG,80,0.15931
FRAM,NAG,140,0.23246
FRAM,NAG,200,0.26317
FRAM,NAG,400,0.33385
FRAM,NAG,600,0.33731
FRAM,NAG,800,0.37313
